code,name,type
chk000001,华夏成长混合,混合型
chk000002,华夏成长混合(后端),混合型
chk000003,中海可转债债券A,债券型
chk000004,中海可转债债券C,债券型
chk000005,嘉实增强信用定期债券,定开债券
chk000006,西部利得量化成长混合,混合型
chk000008,嘉实中证500ETF联接A,联接基金
chk000009,易方达天天理财货币A,货币型
chk000010,易方达天天理财货币B,货币型
chk000011,华夏大盘精选混合,混合型
chk000012,华夏大盘精选混合(后端),混合型
chk000013,易方达天天理财货币R,货币型
chk000014,华夏聚利债券,债券型
chk000015,华夏纯债债券A,债券型
chk000016,华夏纯债债券C,债券型
chk000017,财通可持续混合,混合型
chk000020,景顺长城品质投资混合,混合型
chk000021,华夏优势增长混合,混合型
chk000024,大摩双利增强债券A,债券型
chk000025,大摩双利增强债券C,债券型
chk000028,华富安鑫债券,债券型
chk000029,富国宏观策略灵活配置混合,混合型
chk000030,长城核心优选混合,混合型
chk000031,华夏复兴混合,混合型
chk000032,易方达信用债债券A,债券型
chk000033,易方达信用债债券C,债券型
chk000037,广发景宁债券,债券型
chk000039,农银高增长混合,混合型
chk000041,华夏全球股票(QDII),QDII
chk000042,中证财通可持续发展100指数A,股票指数
chk000043,嘉实美国成长股票人民币,QDII
chk000044,嘉实美国成长股票美元现汇,QDII
chk000045,工银产业债债券A,债券型
chk000046,工银产业债债券B,债券型
chk000047,华夏双债债券A,债券型
chk000048,华夏双债债券C,债券型
chk000049,中银标普全球资源等权重指数,QDII-指数
chk000051,华夏沪深300ETF联接A,联接基金
chk000053,鹏华永诚一年定开债券,定开债券
chk000054,鹏华双债增利债券,债券型
chk000055,广发纳斯达克100美元现汇A,QDII-指数
chk000056,建信消费升级混合,混合型
chk000057,中银消费主题混合,混合型
chk000058,国联安安泰灵活配置混合,混合型
chk000059,国联安中证医药100A,股票指数
chk000061,华夏盛世混合,混合型
chk000063,长盛电子信息主题灵活配置混合,混合型
chk000064,大摩18个月定开债,定开债券
chk000065,国富焦点驱动混合,混合型
chk000066,诺安鸿鑫混合,混合型
chk000067,民生加银转债优选A,债券型
chk000068,民生加银转债优选C,债券型
chk000069,国投瑞银中高等级债券A,债券型
chk000070,国投瑞银中高等级债券C,债券型
chk000071,华夏恒生ETF联接A,QDII-指数
chk000072,华安稳健回报混合,混合型
chk000073,上投摩根成长动力混合,混合型
chk000074,工银信用纯债一年定开债A,定开债券
chk000075,华夏恒生ETF联接现汇,QDII-指数
chk000076,华夏恒生ETF联接现钞,QDII-指数
chk000077,工银信用纯债一年定开债C,定开债券
chk000078,工银信用纯债两年定开债A,定开债券
chk000079,工银信用纯债两年定开债C,定开债券
chk000080,天治可转债增强债券A,债券型
chk000081,天治可转债增强债券C,债券型
chk000082,嘉实研究阿尔法股票,股票型
chk000083,汇添富消费行业混合,混合型
chk000084,博时安盈债券A,债券型
chk000085,博时安盈债券C,债券型
chk000086,南方稳利1年定开债A,定开债券
chk000087,嘉实中证金边国债ETF联接A,联接基金
chk000088,嘉实中证金边国债ETF联接C,联接基金
chk000089,民生加银高等级信用债C,债券型
chk000090,民生加银高等级信用债A,债券型
chk000103,国泰中国企业境外高收益债,QDII
chk000104,华宸未来稳健添利债券A,债券型
chk000105,建信安心回报债券A,定开债券
chk000106,建信安心回报债券C,定开债券
chk000107,富国稳健增强债券A/B,债券型
chk000108,富国稳健增强债券A/B(后端),债券型
chk000109,富国稳健增强债券C,债券型
chk000110,金鹰元安混合A,混合型
chk000111,易方达纯债1年定开债A,定开债券
chk000112,易方达纯债1年定开债C,定开债券
chk000113,嘉实如意宝定期债券A/B,定开债券
chk000114,嘉实如意宝定期债券A/B(后端),定开债券
chk000115,嘉实如意宝定期债券C,定开债券
chk000116,嘉实丰益纯债定期债券,定开债券
chk000117,广发轮动配置混合,混合型
chk000118,广发聚鑫债券A,债券型
chk000119,广发聚鑫债券C,债券型
chk000120,中银美丽中国混合,混合型
chk000121,华夏永福混合A,混合型
chk000122,汇添富实业债债券A,债券型
chk000123,汇添富实业债债券C,债券型
chk000124,华宝服务优选混合,混合型
chk000126,招商安润混合,混合型
chk000127,农银行业领先混合,混合型
chk000128,大成景安短融债券A,债券型
chk000129,大成景安短融债券B,债券型
chk000130,大成景兴信用债债券A,债券型
chk000131,大成景兴信用债债券C,债券型
chk000134,中信保诚嘉鸿债券A,债券型
chk000135,中信保诚嘉鸿债券C,债券型
chk000136,民生加银策略精选混合A,混合型
chk000137,民生加银岁岁增利债券A,定开债券
chk000138,民生加银岁岁增利债券C,定开债券
chk000139,富国国有企业债债券A/B,债券型
chk000140,富国国有企业债债券A/B(后端),债券型
chk000141,富国国有企业债债券C,债券型
chk000142,融通增强收益债券A,债券型
chk000143,鹏华双债加利债券,债券型
chk000147,易方达高等级信用债债券A,债券型
chk000148,易方达高等级信用债债券C,债券型
chk000149,华安双债添利债券A,债券型
chk000150,华安双债添利债券C,债券型
chk000152,大成景旭纯债债券A,债券型
chk000153,大成景旭纯债债券C,债券型
chk000154,富国沪深300指数增强(后端),股票指数
chk000155,富国通胀通缩主题轮动混合(后端),混合型
chk000157,富国全球科技互联网(QDII)(后端),QDII
chk000158,富国低碳环保混合(后端),混合型
chk000159,富国高新技术产业混合(后端),混合型
chk000160,富国强回报定开债A/B(后端),定开债券
chk000161,富国宏观策略灵活配置混合(后端),混合型
chk000162,富国中国中小盘混合(后端),QDII
chk000164,富国上证指数ETF联接(后端),联接基金
chk000165,国投瑞银策略精选混合,混合型
chk000166,中海信息产业精选混合,混合型
chk000167,广发聚优灵活配置混合A,混合型
chk000171,易方达裕丰回报债券,债券型
chk000172,华泰柏瑞量化增强混合A,混合型
chk000173,汇添富美丽30混合,混合型
chk000174,汇添富高息债债券A,债券型
chk000175,汇添富高息债债券C,债券型
chk000176,嘉实沪深300指数研究增强,股票指数
chk000179,广发美国房地产指数,QDII-指数
chk000180,广发美国房地产指数现汇,QDII-指数
chk000181,景顺长城四季金利债券A,债券型
chk000182,景顺长城四季金利债券C,债券型
chk000183,嘉实丰益策略定期债券,定开债券
chk000184,工银添福债券A,债券型
chk000185,工银添福债券B,债券型
chk000186,华泰柏瑞季季红债券,债券型
chk000187,华泰柏瑞丰盛纯债债券A,债券型
chk000188,华泰柏瑞丰盛纯债债券C,债券型
chk000189,易方达丰华债券A,债券型
chk000190,中银新回报灵活配置混合A,混合型
chk000191,富国信用债债券A/B,债券型
chk000192,富国信用债债券C,债券型
chk000194,银华信用四季红债券A,债券型
chk000195,工银成长收益混合A,混合型
chk000196,工银成长收益混合B,混合型
chk000197,富国目标收益一年期纯债债券,定开债券
chk000198,天弘余额宝货币,货币型
chk000199,国泰量化策略收益混合,混合型
chk000200,博时岁岁增利一年定开债,定开债券
chk000201,诺安泰鑫一年定开债A,定开债券
chk000203,国富日日收益货币A,货币型
chk000204,国富日日收益货币B,货币型
chk000205,易方达投资级信用债债券A,债券型
chk000206,易方达投资级信用债债券C,债券型
chk000207,建信双债增强债券A,债券型
chk000208,建信双债增强债券C,债券型
chk000209,信诚新兴产业混合,混合型
chk000210,光大现金宝货币A,货币型
chk000211,光大现金宝货币B,货币型
chk000212,泰信鑫益定期开放A,定开债券
chk000213,泰信鑫益定期开放C,定开债券
chk000214,广发成长优选混合,混合型
chk000215,广发趋势优选灵活配置混合A,混合型
chk000216,华安黄金易ETF联接A,联接基金
chk000217,华安黄金易ETF联接C,联接基金
chk000218,国泰黄金ETF联接A,联接基金
chk000219,博时裕益混合,混合型
chk000220,富国医疗保健行业混合,混合型
chk000221,汇添富年年利定开债A,定开债券
chk000222,汇添富年年利定开债C,定开债券
chk000225,长盛年年收益定期债券A,定开债券
chk000226,长盛年年收益定期债券C,定开债券
chk000227,华安年年红债券A,定开债券
chk000235,诺安稳固收益一年定开债,定开债券
chk000236,工银月月薪定期支付债券A,债券型
chk000239,华安年年盈定开债A,定开债券
chk000240,华安年年盈定开债C,定开债券
chk000241,宝盈核心优势混合C,混合型
chk000242,景顺长城策略精选灵活配置混合,混合型
chk000244,天弘稳利定期开放A,定开债券
chk000245,天弘稳利定期开放B,定开债券
chk000246,博时月月薪定期支付债券,定开债券
chk000248,汇添富中证主要消费ETF联接,联接基金
chk000251,工银金融地产混合,混合型
chk000252,景顺长城景兴信用纯债债券A,债券型
chk000253,景顺长城景兴信用纯债债券C,债券型
chk000254,长城定开债A,定开债券
chk000255,长城定开债C,定开债券
chk000256,上投摩根红利回报混合A,混合型
chk000259,农银区间收益混合,混合型
chk000263,工银信息产业混合,混合型
chk000264,博时内需增长混合,混合型
chk000265,易方达恒久添利1年定开债A,定开债券
chk000266,易方达恒久添利1年定开债C,定开债券
chk000267,广发集利一年定开债A,定开债券
chk000268,广发集利一年定开债C,定开债券
chk000270,建信灵活配置混合,混合型
chk000271,中邮定开债A,定开债券
chk000272,中邮定开债C,定开债券
chk000273,华润元大安鑫灵活配置混合A,混合型
chk000274,广发亚太中高收益债券,QDII
chk000275,广发亚太中高收益债券现汇,QDII
chk000277,博时双月薪定期支付债券,定开债券
chk000279,华商红利优选混合,混合型
chk000286,银华信用季季红债券A,债券型
chk000289,鹏华丰泰定开债A,定开债券
chk000290,鹏华全球高收益债(QDII),QDII
chk000294,华安生态优先混合,混合型
chk000295,鹏华丰实定开债A,定开债券
chk000296,鹏华丰实定开债B,定开债券
chk000297,鹏华可转债债券,债券型
chk000298,中海纯债债券A,债券型
chk000299,中海纯债债券C,债券型
chk000300,德邦德利货币A,货币型
chk000301,德邦德利货币B,货币型
chk000305,中银中高等级A,债券型
chk000306,天弘弘利债券,债券型
chk000307,易方达黄金ETF联接A,联接基金
chk000308,建信创新中国混合,混合型
chk000309,大摩品质生活精选股票,股票型
chk000310,安信永利信用A,定开债券
chk000311,景顺长城沪深300指数增强,股票指数
chk000312,华安沪深300增强A,股票指数
chk000313,华安沪深300增强C,股票指数
chk000314,招商瑞丰灵活配置混合发起式A,混合型
chk000316,中海瑞利六个月定开债,定开债券
chk000319,泰达淘利债券A,债券型
chk000320,泰达淘利债券C,债券型
chk000322,农银汇理金汇债券,债券型
chk000324,华润元大现金收益货币A,货币型
chk000325,华润元大现金收益货币B,货币型
chk000326,南方中小盘成长股票,股票型
chk000327,南方新蓝筹混合,混合型
chk000328,上投摩根转型动力灵活配置混合,混合型
chk000329,鹏华丰饶定开债,定开债券
chk000330,汇添富现金宝货币A,货币型
chk000331,中加货币A,货币型
chk000332,中加货币C,货币型
chk000333,长城稳固收益债券A,债券型
chk000334,长城稳固收益债券C,债券型
chk000335,安信永利信用C,定开债券
chk000336,农银研究精选混合,混合型
chk000338,鹏华双债保利债券,债券型
chk000339,长城医疗保健混合,混合型
chk000341,嘉实新兴市场C2(QDII),QDII
chk000342,嘉实新兴市场A1(QDII),QDII
chk000343,华夏财富宝货币A,货币型
chk000345,鹏华丰融定开债,定开债券
chk000346,建信安心回报6个月定开A,定开债券
chk000347,建信安心回报6个月定开C,定开债券
chk000351,国富恒丰定期债券A,定开债券
chk000352,国富恒丰定期债券C,定开债券
chk000354,长盛城镇化主题混合,混合型
chk000355,南方丰元信用增强债券A,债券型
chk000356,南方丰元信用增强债券C,债券型
chk000359,易方达易理财货币A,货币型
chk000360,信诚年年有余定开债A,定开债券
chk000361,信诚年年有余定开债B,定开债券
chk000362,国泰聚信价值优势混合A,混合型
chk000363,国泰聚信价值优势混合C,混合型
chk000366,汇添富添富通货币A,货币型
chk000367,国泰安康定期支付混合A,混合型
chk000368,汇添富沪深300安中指数,股票指数
chk000369,广发全球医疗保健(QDII),QDII-指数
chk000370,广发全球医疗保健美元,QDII-指数
chk000371,民生加银现金宝货币A,货币型
chk000372,中银惠利半年定开债,定开债券
chk000373,华安中证细分医药ETF联接A,联接基金
chk000376,华安中证细分医药ETF联接C,联接基金
chk000377,上投摩根双债增利债券A,债券型
chk000378,上投摩根双债增利债券C,债券型
chk000379,平安日增利货币A,货币型
chk000380,景顺长城景益货币A,货币型
chk000381,景顺长城景益货币B,货币型
chk000385,景顺长城景颐双利债券A,债券型
chk000386,景顺长城景颐双利债券C,债券型
chk000389,广发天天红货币A,货币型
chk000390,华商优势行业混合,混合型
chk000394,融通通源短融债券A,债券型
chk000395,汇添富安心中国债券A,债券型
chk000396,汇添富安心中国债券C,债券型
chk000397,汇添富全额宝货币,货币型
chk000398,华富灵活配置混合,混合型
chk000402,工银纯债债券A,债券型
chk000403,工银纯债债券B,债券型
chk000404,易方达新兴成长灵活配置,混合型
chk000406,汇添富双利增强债券A,债券型
chk000407,汇添富双利增强债券C,债券型
chk000408,民生加银城镇化混合A,混合型
chk000409,鹏华环保产业股票,股票型
chk000410,益民服务领先混合,混合型
chk000411,景顺长城优质成长股票,股票型
chk000414,嘉实绝对收益策略定期混合,混合型
chk000415,大摩添利18个月定开债A,定开债券
chk000416,大摩添利18个月定开债C,定开债券
chk000417,国联安新精选混合,混合型
chk000418,景顺长城成长之星股票,股票型
chk000419,大摩优质信价纯债A,债券型
chk000420,大摩优质信价纯债C,债券型
chk000421,华泰柏瑞丰汇债券A,债券型
chk000422,华泰柏瑞丰汇债券C,债券型
chk000423,前海开源事件驱动混合A,混合型
chk000424,长盛添利宝货币A,货币型
chk000425,长盛添利宝货币B,货币型
chk000431,鹏华品牌传承混合,混合型
chk000432,中银优秀企业混合,混合型
chk000433,安信鑫发优选混合,混合型
chk000434,新华壹诺宝货币A,货币型
chk000435,建信稳定添利债券A,债券型
chk000436,易方达裕惠定开混合发起式,混合型
chk000437,融通通启一年定开债A,定开债券
chk000438,融通通启一年定开债B,定开债券
chk000439,国金鑫盈货币,货币型
chk000452,南方医药保健灵活配置混合,混合型
chk000457,上投摩根核心成长股票,股票型
chk000458,英大领先回报混合发起式,混合型
chk000459,英大领先回报混合发起式(后端),混合型
chk000462,农银主题轮动混合,混合型
chk000463,华商双债丰利债券A,债券型
chk000464,嘉实活期宝货币,货币型
chk000465,景顺长城鑫月薪定期支付债券,定开债券
chk000466,融通通瑞债券A/B,债券型
chk000469,富国目标齐利一年期纯债债券,定开债券
chk000470,富国目标齐利一年期纯债债券(后端),定开债券
chk000471,富国城镇发展股票,股票型
chk000472,富国城镇发展股票(后端),股票型
chk000475,广发天天利货币A,货币型
chk000476,广发天天利货币B,货币型
chk000477,广发主题领先混合,混合型
chk000478,建信中证500指数增强A,股票指数
chk000480,东方红新动力混合,混合型
chk000481,华商双债丰利债券C,债券型
chk000483,鑫元货币A,货币型
chk000484,鑫元货币B,货币型
chk000485,嘉实1个月理财债券A,理财型
chk000486,嘉实1个月理财债券E,理财型
chk000487,嘉实3个月理财债券A,理财型
chk000488,嘉实3个月理财债券E,理财型
chk000489,光大岁末红利纯债A,债券型
chk000490,光大岁末红利纯债C,债券型
chk000493,南方现金通A,货币型
chk000494,南方现金通B,货币型
chk000495,南方现金通C,货币型
chk000496,长安产业精选混合A,混合型
chk000497,财通纯债债券A,债券型
chk000501,华富恒富18个月定开债C,定开债券
chk000502,华富恒富18个月定开债A,定开债券
chk000503,中信建投景和中短债A,债券型
chk000504,中信建投景和中短债C,债券型
chk000505,国寿安保货币A,货币型
chk000506,国寿安保货币B,货币型
chk000507,泰达宏利宏达混合A,混合型
chk000508,泰达宏利宏达混合B,混合型
chk000509,广发钱袋子货币A,货币型
chk000511,国泰国策驱动灵活配置混合A,混合型
chk000512,国泰沪深300指数增强A,股票指数
chk000513,富国高端制造行业股票,股票型
chk000514,富国高端制造行业股票(后端),股票型
chk000516,富国祥利一年期定期开放债券型A,定开债券
chk000517,富国祥利一年期定期开放债券型C,定开债券
chk000520,上银新兴价值成长混合,混合型
chk000521,诺安瑞鑫定开债券,定开债券
chk000522,华润元大信息传媒科技混合,混合型
chk000523,国投瑞银医疗保健混合,混合型
chk000524,上投摩根民生需求股票,股票型
chk000526,国泰浓益灵活配置混合A,混合型
chk000527,南方新优享灵活配置混合A,混合型
chk000528,工银薪金货币A,货币型
chk000529,广发竞争优势混合,混合型
chk000530,招商丰盛稳定增长混合A,混合型
chk000531,东吴阿尔法灵活配置混合,混合型
chk000532,景顺长城优势企业混合,混合型
chk000533,永赢货币,货币型
chk000534,长盛高端装备混合,混合型
chk000535,长盛航天海工装备灵活配置混合,混合型
chk000536,前海开源可转债债券,债券型
chk000538,诺安优势行业混合A,混合型
chk000539,中银活期宝货币,货币型
chk000540,国金金腾通货币A,货币型
chk000541,华商创新成长混合发起式,混合型
chk000542,上银慧财宝货币A,货币型
chk000543,上银慧财宝货币B,货币型
chk000545,中邮核心竞争力灵活配置混合,混合型
chk000546,兴业定开债A,定开债券
chk000547,建信健康民生混合,混合型
chk000548,鹏华聚财通货币,货币型
chk000549,华安大国新经济股票,股票型
chk000550,广发新动力混合,混合型
chk000551,信诚幸福消费混合,混合型
chk000552,中加纯债一年A,定开债券
chk000553,中加纯债一年C,定开债券
chk000554,中国梦灵活配置混合,混合型
chk000556,国投瑞银新机遇灵活配置混合A,混合型
chk000557,国投瑞银新机遇灵活配置混合C,混合型
chk000559,诺安天天宝A,货币型
chk000560,诺安天天宝E,货币型
chk000561,南方启元债券A,债券型
chk000562,南方启元债券C,债券型
chk000563,南方通利债券A,债券型
chk000564,南方通利债券C,债券型
chk000566,华泰柏瑞创新升级混合A,混合型
chk000567,广发聚祥灵活混合,混合型
chk000569,鹏华增值宝货币,货币型
chk000572,中银多策略混合A,混合型
chk000573,天弘通利混合,混合型
chk000574,宝盈新价值混合A,混合型
chk000575,兴全添利宝货币,货币型
chk000576,中邮货币A,货币型
chk000577,安信价值精选股票,股票型
chk000578,鑫元恒鑫收益增强债券型发起式A,债券型
chk000579,鑫元恒鑫收益增强债券型发起式C,债券型
chk000580,中邮货币B,货币型
chk000581,嘉实活钱包货币A,货币型
chk000583,江信聚福定开债,定开债券
chk000584,新华鑫益灵活配置混合,混合型
chk000585,嘉实对冲套利定期混合,混合型
chk000586,景顺长城中小板创业板精选股票,股票型
chk000587,大成灵活配置混合,混合型
chk000588,招商招钱宝货币A,货币型
chk000589,光大银发商机混合,混合型
chk000590,华安新活力混合,混合型
chk000591,中银健康生活混合,混合型
chk000592,建信改革红利股票,股票型
chk000593,易方达标普消费品指数美元现汇A,QDII-指数
chk000594,大摩进取优选股票,股票型
chk000595,嘉实泰和混合,混合型
chk000596,前海开源中证军工指数A,股票指数
chk000597,中海积极收益混合,混合型
chk000598,长盛生态环境混合,混合型
chk000599,信诚薪金宝货币,货币型
chk000600,汇添富和聚宝货币,货币型
chk000601,华宝创新优选混合,混合型
chk000602,富国安益货币,货币型
chk000603,易方达创新驱动灵活配置混合,混合型
chk000604,银华多利宝货币A,货币型
chk000605,银华多利宝货币B,货币型
chk000606,天弘优选债券,债券型
chk000607,招商招钱宝货币B,货币型
chk000609,华商新量化混合,混合型
chk000612,华宝生态中国混合,混合型
chk000613,国寿安保沪深300ETF联接,联接基金
chk000614,华安德国30(DAX)联接,QDII-指数
chk000615,长城工资宝货币A,货币型
chk000616,上投摩根优信增利债券A,债券型
chk000617,上投摩根优信增利债券C,债券型
chk000618,嘉实薪金宝货币,货币型
chk000619,东方红产业升级混合,混合型
chk000620,易方达现金增利货币A,货币型
chk000621,易方达现金增利货币B,货币型
chk000625,诺安天天宝B,货币型
chk000626,大成丰财宝货币A,货币型
chk000627,大成丰财宝货币B,货币型
chk000628,大成高新技术产业股票,股票型
chk000632,中银聚利半年定开债,定开债券
chk000634,富国天盛灵活配置基金,混合型
chk000635,富国天盛灵活配置基金(后端),混合型
chk000638,富国富钱包货币A,货币型
chk000639,宝盈祥瑞混合A,混合型
chk000640,诺安理财宝货币A,货币型
chk000641,诺安理财宝货币B,货币型
chk000642,汇添富货币C,货币型
chk000644,招商招金宝货币A,货币型
chk000645,华夏薪金宝货币,货币型
chk000646,华润元大量化优选混合A,混合型
chk000647,易方达财富快线货币A,货币型
chk000648,易方达财富快线货币B,货币型
chk000649,长城久鑫灵活配置,混合型
chk000650,汇添富货币D,货币型
chk000651,招商招金宝货币B,货币型
chk000652,博时裕隆灵活配置混合,混合型
chk000654,华商新锐产业混合,混合型
chk000655,鑫元稳利债券,债券型
chk000656,前海开源沪深300指数,股票指数
chk000657,银华活钱宝货币A,货币型
chk000658,银华活钱宝货币B,货币型
chk000659,银华活钱宝货币C,货币型
chk000660,银华活钱宝货币D,货币型
chk000661,银华活钱宝货币E,货币型
chk000662,银华活钱宝货币F,货币型
chk000663,国投瑞银美丽中国混合,混合型
chk000664,国联安通盈混合A,混合型
chk000665,博时现金收益货币B,货币型
chk000667,工银绝对收益混合发起A,混合型
chk000668,国寿安保尊享债券A,债券型
chk000669,国寿安保尊享债券C,债券型
chk000672,工银绝对收益混合发起B,混合型
chk000673,融通四季添利债券(LOF)C,债券型
chk000674,中海中短债债券,债券型
chk000677,工银现金货币,货币型
chk000678,华宝现金宝货币E,货币型
chk000679,招商丰利灵活配置混合A,混合型
chk000681,信达澳银慧管家货币A,货币型
chk000682,信达澳银慧管家货币C,货币型
chk000683,信达澳银慧管家货币E,货币型
chk000684,长盛养老健康产业灵活配置混合,混合型
chk000686,建信嘉薪宝货币A,货币型
chk000687,南方薪金宝货币,货币型
chk000688,景顺长城研究精选股票,股票型
chk000689,前海开源新经济混合,混合型
chk000690,前海开源大海洋混合,混合型
chk000692,汇添富双利债券C,债券型
chk000693,建信现金添利货币A,货币型
chk000694,鑫元鸿利债券,债券型
chk000696,汇添富环保行业股票,股票型
chk000697,汇添富移动互联股票,股票型
chk000698,宝盈科技30混合,混合型
chk000699,中银薪钱包货币,货币型
chk000700,泰达宏利货币B,货币型
chk000701,景顺长城景丰货币A,货币型
chk000704,易方达天天增利货币A,货币型
chk000705,易方达天天增利货币B,货币型
chk000706,中邮多策略灵活配置混合,混合型
chk000707,景顺长城景丰货币B,货币型
chk000708,华安安享混合,混合型
chk000709,华安汇财通货币,货币型
chk000710,交银现金宝货币A,货币型
chk000711,嘉实医疗保健股票,股票型
chk000712,上投摩根天添宝货币A,货币型
chk000713,上投摩根天添宝货币B,货币型
chk000714,诺安稳健回报灵活配置混合A,混合型
chk000715,民生加银高等级信用债E,债券型
chk000716,工银薪金货币B,货币型
chk000717,融通转型三动力灵活配置混合A,混合型
chk000718,融通转型三动力灵活配置混合A(后端),混合型
chk000719,南方现金通E,货币型
chk000720,南方稳利1年定开债C,定开债券
chk000721,兴业货币A,货币型
chk000722,兴业货币B,货币型
chk000723,建信稳定添利债券C,债券型
chk000724,大成添利宝货币A,货币型
chk000725,大成添利宝货币B,货币型
chk000726,大成添利宝货币E,货币型
chk000727,融通健康产业灵活配置混合A/B,混合型
chk000728,工银目标收益一年定开C,定开债券
chk000729,建信中小盘先锋股票,股票型
chk000730,博时现金宝货币A,货币型
chk000731,融通健康产业灵活配置混合A/B(后端),混合型
chk000734,博时天天增利货币A,货币型
chk000735,博时天天增利货币B,货币型
chk000736,诺安聚利债券A,债券型
chk000737,诺安聚利债券C,债券型
chk000738,中信建投货币A,货币型
chk000739,平安新鑫先锋A,混合型
chk000740,兴银货币B,货币型
chk000741,兴银货币A,货币型
chk000742,国泰新经济灵活配置混合,混合型
chk000743,红塔红土盛世普益混合发起式,混合型
chk000744,北信瑞丰稳定收益A,债券型
chk000745,北信瑞丰稳定收益C,债券型
chk000746,招商行业精选股票基金,股票型
chk000747,广发逆向策略混合,混合型
chk000748,广发活期宝货币A,货币型
chk000750,安信现金增利货币A,货币型
chk000751,嘉实新兴产业股票,股票型
chk000753,华宝量化对冲混合A,混合型
chk000754,华宝量化对冲混合C,混合型
chk000755,富安达新兴成长混合,混合型
chk000756,建信潜力新蓝筹股票,股票型
chk000757,华富智慧城市灵活配置混合,混合型
chk000758,招商招钱宝货币C,货币型
chk000759,平安财富宝货币,货币型
chk000760,工银财富货币A,货币型
chk000761,国富健康优质生活股票,股票型
chk000762,汇添富绝对收益定开混合A,混合型
chk000763,工银新财富灵活配置混合,混合型
chk000764,万家货币E,货币型
chk000767,华富国泰民安灵活配置混合,混合型
chk000771,诺安聚鑫宝货币A,货币型
chk000772,景顺长城中国回报灵活配置混合,混合型
chk000773,万家现金宝A,货币型
chk000778,鹏华先进制造股票,股票型
chk000779,诺安聚鑫宝货币B,货币型
chk000780,鹏华医疗保健股票,股票型
chk000783,博时季季享持有期A,债券型
chk000784,博时季季享持有期B,债券型
chk000785,华融现金增利货币A,货币型
chk000786,华融现金增利货币B,货币型
chk000787,华融现金增利货币C,货币型
chk000788,前海开源中国成长混合,混合型
chk000789,易方达龙宝货币A,货币型
chk000790,易方达龙宝货币B,货币型
chk000791,银华双月定期理财债券A,理财型
chk000792,招商定期宝六个月期理财债券,定开债券
chk000793,工银高端制造股票,股票型
chk000794,宝盈睿丰创新混合A/B,混合型
chk000795,宝盈睿丰创新混合A/B(后端),混合型
chk000796,宝盈睿丰创新混合C,混合型
chk000797,方正富邦金小宝货币,货币型
chk000798,民生加银家盈季度定期宝,理财型
chk000799,民生加银家盈半年定期宝,定开债券
chk000800,华商未来主题混合,混合型
chk000801,中金纯债A,债券型
chk000802,中金纯债C,债券型
chk000803,工银研究精选股票,股票型
chk000804,中信建投稳利混合A,混合型
chk000805,中银新经济灵活配置混合,混合型
chk000808,招商招利1个月期理财债券A,债券型
chk000809,招商招利1个月期理财债券B,债券型
chk000810,富国收益增强债券A,债券型
chk000812,富国收益增强债券C,债券型
chk000814,鑫元合享纯债C,债券型
chk000815,鑫元合享纯债A,债券型
chk000816,南方理财金交易型货币A,货币型
chk000817,中银安心回报,定开债券
chk000818,诺安天天宝C,货币型
chk000822,东海美丽中国灵活配置混合,混合型
chk000823,银华高端制造业混合,混合型
chk000824,圆信永丰双利A,混合型
chk000825,圆信永丰双利C,混合型
chk000826,广发百发100指数A,股票指数
chk000827,广发百发100指数E,股票指数
chk000828,泰达转型机遇,股票型
chk000829,易方达天天发货币A,货币型
chk000830,易方达天天发货币B,货币型
chk000831,工银医疗保健股票,股票型
chk000832,天弘现金管家货币C,货币型
chk000833,易方达掌柜季季盈理财债券A,理财型
chk000834,大成纳斯达克100,QDII-指数
chk000835,华润元大富时中国A50指数,股票指数
chk000836,国投瑞银钱多宝货币A,货币型
chk000837,国投瑞银钱多宝货币I,货币型
chk000839,上投摩根纯债丰利债券A,债券型
chk000840,上投摩根纯债丰利债券C,债券型
chk000841,富国新回报灵活配置混合A/B,混合型
chk000842,富国新回报灵活配置混合A/B(后端),混合型
chk000843,富国新回报灵活配置混合C,混合型
chk000844,南方绝对收益,混合型
chk000845,国投瑞银信息消费混合,混合型
chk000846,中融货币C,货币型
chk000847,中融货币A,货币型
chk000848,工银添益快线货币,货币型
chk000849,汇丰晋信双核策略混合A,混合型
chk000850,汇丰晋信双核策略混合C,混合型
chk000854,鹏华养老产业股票,股票型
chk000855,上投摩根天添盈货币A,货币型
chk000856,上投摩根天添盈货币B,货币型
chk000857,上投摩根天添盈货币E,货币型
chk000858,融通通瑞债券A/B(后端),债券型
chk000859,融通通瑞债券C,债券型
chk000860,银华惠增利货币,货币型
chk000861,长城货币E,货币型
chk000862,富国天时货币C,货币型
chk000863,富国天时货币D,货币型
chk000866,华宝制造股票,股票型
chk000867,华宝品质生活股票,股票型
chk000868,国投瑞银增利宝货币A,货币型
chk000869,国投瑞银增利宝货币B,货币型
chk000870,嘉实新收益混合,混合型
chk000871,北信瑞丰宜投宝A,货币型
chk000872,北信瑞丰宜投宝B,货币型
chk000873,华安现金宝货币A,货币型
chk000874,华安现金宝货币B,货币型
chk000875,建信稳定得利债券A,债券型
chk000876,建信稳定得利债券C,债券型
chk000877,华泰柏瑞量化优选混合,混合型
chk000878,中海医药健康产业精选混合A,混合型
chk000879,中海医药健康产业精选混合C,混合型
chk000880,富国研究精选灵活配置混合,混合型
chk000882,中金现金管家A,货币型
chk000883,中金现金管家B,货币型
chk000884,民生加银优选股票,股票型
