code,name,type
chk009704,南方景气驱动混合A,混合型
chk009705,南方景气驱动混合C,混合型
chk009706,民生加银城镇化混合C,混合型
chk009707,工银新兴制造混合A,混合型
chk009708,工银新兴制造混合C,混合型
chk009709,民生加银策略精选混合C,混合型
chk009710,诺德新盛灵活配置混合C,混合型
chk009711,招商添盛78个月定开债,定开债券
chk009712,信达澳银慧管家货币B,货币型
chk009713,信达澳银慧管家货币D,货币型
chk009714,华安聚优精选混合,混合型
chk009715,汇添富策略增长两年封闭混合,混合型
chk009716,博时恒盛持有期混合A,混合型
chk009717,博时恒盛持有期混合C,混合型
chk009720,民生加银景气行业混合C,混合型
chk009721,平安中债1-5年政策性金融债A,债券指数
chk009722,平安中债1-5年政策性金融债C,债券指数
chk009725,东方红优质甄选一年持有混合,混合型
chk009728,中银证券安泰债券A,债券型
chk009729,中银证券安泰债券C,债券型
chk009730,中信保诚安鑫回报债券A,债券型
chk009731,中信保诚安鑫回报债券C,债券型
chk009732,兴业稳泰66个月定开债券,定开债券
chk009733,创金合信港股通大消费精选股票A,股票型
chk009734,创金合信港股通大消费精选股票C,股票型
chk009735,天弘增强回报债券E,债券型
chk009736,汇添富稳健收益混合A,混合型
chk009737,汇添富稳健收益混合C,混合型
chk009738,格林泓安63个月定开债,定开债券
chk009740,博时研究臻选持有期混合A,混合型
chk009741,博时研究臻选持有期混合C,混合型
chk009742,鹏华中债-0-3年AA+优选信用债A,债券指数
chk009743,鹏华中债-0-3年AA+优选信用债C,债券指数
chk009744,英大现金宝货币B,货币型
chk009745,鹏华中债1-3隐含评级AAA指数A,债券指数
chk009746,鹏华中债1-3隐含评级AAA指数C,债券指数
chk009747,中科沃土沃鑫成长精选混合C,混合型
chk009749,西部利得尊泰86个月定开债,定开债券
chk009750,汇安价值蓝筹混合A,混合型
chk009751,汇安价值蓝筹混合C,混合型
chk009752,大摩灵动优选债券,债券型
chk009753,中欧美益稳健两年混合A,混合型
chk009754,中欧美益稳健两年混合C,混合型
chk009755,景顺长城安鑫回报混合C,混合型
chk009756,华宝宝利定开债券,定开债券
chk009757,华宝中债1-3年国开行债券指数,债券指数
chk009758,富国可转债C,债券型
chk009759,鹏扬淳安66个月定开债A,定开债券
chk009760,鹏扬淳安66个月定开债C,定开债券
chk009761,光大保德信尊合87个月定开债,定开债券
chk009762,国金国鑫发起C,混合型
chk009763,惠升和悦债券A,债券型
chk009764,惠升和悦债券C,债券型
chk009765,惠升和煦88个月定开债,定开债券
chk009766,安信平稳双利3个月持有混合A,混合型
chk009767,安信平稳双利3个月持有混合C,混合型
chk009768,创金合信汇悦一年定开混合A,混合型
chk009769,创金合信汇悦一年定开混合C,混合型
chk009770,英大安鑫66个月定期开放债券,定开债券
chk009771,汇安嘉汇纯债债券C,债券型
chk009772,嘉实彭博国开债1-5年指数A,债券指数
chk009773,嘉实彭博国开债1-5年指数C,债券指数
chk009774,财通资管优选回报一年持有期混合,混合型
chk009775,汇丰晋信中小盘低波动策略股票C,股票型
chk009776,中欧阿尔法混合A,混合型
chk009777,中欧阿尔法混合C,混合型
chk009780,德邦锐泽86个月定开债,定开债券
chk009781,南方产业优势两年混合C,混合型
chk009782,富国兴泉回报12个月持有期混合A,混合型
chk009783,富国兴泉回报12个月持有期混合C,混合型
chk009784,安信尊享添利利率债A,债券型
chk009785,安信尊享添利利率债C,债券型
chk009787,鹏华聚合多资产3个月持有期混合(FOF),混合-FOF
chk009788,前海开源惠泽两年定开债券,定开债券
chk009789,富安达科技创新混合,混合型
chk009790,国寿安保增金宝货币B,货币型
chk009791,中欧创业板两年定开混合C,混合型
chk009792,工银瑞益债券A,债券型
chk009793,工银瑞益债券C,债券型
chk009794,太平智选一年定开股票,股票型
chk009795,嘉实远见精选两年持有期混合,混合型
chk009796,大成汇享一年持有混合A,混合型
chk009797,大成汇享一年持有混合C,混合型
chk009798,大成创业板两年定开混合C,混合型
chk009799,中银证券安汇三年定开债,定开债券
chk009800,长盛制造精选混合A,混合型
chk009801,长盛制造精选混合C,混合型
chk009802,东海祥泰三年定开债发起式,定开债券
chk009803,易方达中债7-10年国开债C,债券指数
chk009804,国泰研究优势混合,混合型
chk009805,国泰医药健康股票,股票型
chk009806,东方红招盈甄选一年混合A,混合型
chk009807,东方红招盈甄选一年混合C,混合型
chk009808,易方达创新成长混合,混合型
chk009809,易方达恒智63个月定开债发起式,定开债券
chk009814,泰达宏利乐盈66个月定开债A,定开债券
chk009815,泰达宏利乐盈66个月定开债C,定开债券
chk009816,大摩丰裕63个月开放债券,定开债券
chk009817,红塔红土稳健精选混合A,混合型
chk009818,红塔红土稳健精选混合C,混合型
chk009820,嘉实浦惠6个月持有期混合A,混合型
chk009821,嘉实浦惠6个月持有期混合C,混合型
chk009822,鹏华招华一年持有期混合A,混合型
chk009823,鹏华招华一年持有期混合C,混合型
chk009824,鹏华添利宝货币B,货币型
chk009826,民生加银家盈6个月持有期债券A,债券型
chk009827,民生加银家盈6个月持有期债券C,债券型
chk009828,融通转型三动力灵活配置混合C,混合型
chk009833,创金合信泰博66个月定开债,定开债券
chk009834,东方红鑫泰66个月定开债,定开债券
chk009835,融通新能源汽车主题精选混合C,混合型
chk009836,渤海汇金汇裕87个月定开债,定开债券
chk009839,国金惠丰39个月定开债,定开债券
chk009840,东财量化精选混合A,混合型
chk009841,东财量化精选混合C,混合型
chk009842,东方红明鉴优选两年定开混合,混合型
chk009843,中金泰顺12个月定开混合,混合型
chk009844,华泰紫金丰安27个月定开债券A,定开债券
chk009845,华泰紫金丰安27个月定开债券C,定开债券
chk009846,国富港股通远见价值混合,混合型
chk009847,圆信永丰研究精选混合A,混合型
chk009848,圆信永丰研究精选混合C,混合型
chk009849,安信稳健聚申一年持有期混合,混合型
chk009850,长盛盛杰混合A,混合型
chk009851,上银聚远盈42个月定开债券,定开债券
chk009853,中加优势企业混合A,混合型
chk009854,中加优势企业混合C,混合型
chk009855,中加新兴成长混合A,混合型
chk009856,中加新兴成长混合C,混合型
chk009857,博时价值臻选持有期混合A,混合型
chk009858,博时价值臻选持有期混合C,混合型
chk009860,易方达中证银行指数(LOF)C,股票指数
chk009861,鹏华新兴成长混合A,混合型
chk009862,鹏华新兴成长混合C,混合型
chk009863,富国创新趋势股票,股票型
chk009866,永赢瑞宁87个月定开债,定开债券
chk009867,工银创新精选一年定开混合A,混合型
chk009868,工银创新精选一年定开混合C,混合型
chk009869,嘉实产业先锋混合A,混合型
chk009870,嘉实产业先锋混合C,混合型
chk009871,景顺长城景瑞收益债券C,债券型
chk009872,中欧责任投资混合A,混合型
chk009873,中欧责任投资混合C,混合型
chk009874,九泰久睿量化股票,股票型
chk009875,天弘甄选食品饮料股票A,股票型
chk009876,天弘甄选食品饮料股票C,股票型
chk009877,中银内核驱动股票,股票型
chk009878,平安低碳经济混合A,混合型
chk009879,平安低碳经济混合C,混合型
chk009880,安信成长动力一年持有混合,混合型
chk009881,广发中证医疗指数(LOF)C,股票指数
chk009882,华润元大核心动力混合A,混合型
chk009883,华润元大核心动力混合C,混合型
chk009884,民生加银康宁平衡养老目标三年持有混合(FOF),混合-FOF
chk009885,新华景气行业混合A,混合型
chk009886,新华景气行业混合C,混合型
chk009887,广发稳健优选六个月持有期混合A,混合型
chk009888,广发稳健优选六个月持有期混合C,混合型
chk009889,华润元大润禧39个月定开债A,定开债券
chk009890,华润元大润禧39个月定开债C,定开债券
chk009891,融通产业趋势臻选股票,股票型
chk009892,富国成长策略混合,混合型
chk009893,大摩优悦安和混合,混合型
chk009894,前海开源惠盈39个月定开债券,定开债券
chk009895,上投摩根瑞盛87个月定开债,定开债券
chk009896,广发港股通成长精选股票A,股票型
chk009897,广发港股通成长精选股票C,股票型
chk009898,民生加银医药健康股票,股票型
chk009899,上银内需增长股票,股票型
chk009900,易方达磐固六个月持有期混合A,混合型
chk009901,易方达磐固六个月持有期混合C,混合型
chk009902,易方达悦享一年持有混合A,混合型
chk009903,易方达悦享一年持有混合C,混合型
chk009906,诺德安瑞39个月定开,定开债券
chk009907,湘财长泽灵活配置混合A,混合型
chk009908,湘财长泽灵活配置混合C,混合型
chk009911,长信价值蓝筹两年定开C,混合型
chk009912,九泰天富改革混合C,混合型
chk009913,中信保诚成长动力,混合型
chk009914,富国成长动力混合,混合型
chk009915,兴银合富债券,债券型
chk009916,格林泓利增强债券A,债券型
chk009917,格林泓利增强债券C,债券型
chk009918,上银核心成长混合A,混合型
chk009919,上银核心成长混合C,混合型
chk009920,鹏华年年红一年持有期债券A,债券型
chk009921,鹏华年年红一年持有期债券C,债券型
chk009922,华夏鼎富债券A,债券型
chk009923,华夏鼎富债券C,债券型
chk009925,博时恒利6个月持有期债券A,债券型
chk009926,博时恒利6个月持有期债券C,债券型
chk009929,南方创新驱动混合A,混合型
chk009930,南方创新驱动混合C,混合型
chk009931,淳厚欣享一年持有期混合A,混合型
chk009932,永赢稳健增长一年持有混合,混合型
chk009933,浦银安盛普华66个月定开债A,定开债券
chk009934,浦银安盛普华66个月定开债C,定开债券
chk009937,东方欣益一年持有期混合A,混合型
chk009938,东方欣益一年持有期混合C,混合型
chk009939,淳厚欣享一年持有期混合C,混合型
chk009945,方正富邦优势精选一年定开股票A,股票型
chk009946,方正富邦优势精选一年定开股票C,股票型
chk009951,广发稳健回报混合A,混合型
chk009952,广发稳健回报混合C,混合型
chk009953,华泰柏瑞锦乾债券,债券型
chk009954,北信瑞丰优选成长,股票型
chk009958,长安鑫悦消费混合A,混合型
chk009959,长安鑫悦消费混合C,混合型
chk009960,银华多元机遇混合,混合型
chk009961,长安泓汇多利3个月滚动持有债券A,债券型
chk009962,长安泓汇多利3个月滚动持有债券C,债券型
chk009967,博时荣泰混合,混合型
chk009968,金鹰内需成长混合A,混合型
chk009969,金鹰内需成长混合C,混合型
chk009970,财通内需增长12个月定开混合,混合型
chk009971,创金合信核心价值混合A,混合型
chk009972,创金合信核心价值混合C,混合型
chk009973,创金合信核心资产混合A,混合型
chk009974,创金合信核心资产混合C,混合型
chk009975,华宝标普美国消费人民币C,QDII-指数
chk009976,东方金证通货币B,货币型
chk009979,新华安享惠融88个月定开债A,定开债券
chk009980,新华安享惠融88个月定开债C,定开债券
chk009983,永赢港股通品质生活慧选混合,混合型
chk009984,鹏华启航两年封闭运作混合,混合型
chk009985,永赢迅利中高等级短债E,债券型
chk009986,天弘创新领航A,混合型
chk009987,天弘创新领航C,混合型
chk009988,信达澳银蓝筹精选股票,股票型
chk009989,华宝研究精选混合,混合型
chk009990,华泰柏瑞品质优选A,混合型
chk009991,华泰柏瑞品质优选C,混合型
chk009993,嘉实前沿创新混合,混合型
chk009994,嘉实创新先锋混合A,混合型
chk009995,嘉实创新先锋混合C,混合型
chk009996,国都聚和混合,混合型
chk009998,上投摩根慧见两年持有期,混合型
chk009999,东方中国红利混合,混合型
chk010000,长城中国智造灵活配置混合C,混合型
chk010001,创金合信研究精选股票A,股票型
chk010002,创金合信研究精选股票C,股票型
chk010003,景顺长城电子信息产业股票A,股票型
chk010004,景顺长城电子信息产业股票C,股票型
chk010005,鹏扬现金通利货币E,货币型
chk010010,国投瑞银港股通6个月定开股票,股票型
chk010011,景顺景颐招利6个月持有期债券A,债券型
chk010012,景顺景颐招利6个月持有期债券C,债券型
chk010013,易方达信息行业精选股票,股票型
chk010016,华夏科技前沿6个月定开混合A,混合型
chk010017,华夏科技前沿6个月定开混合C,混合型
chk010018,招商瑞泽一年持有期混合A,混合型
chk010019,招商瑞泽一年持有期混合C,混合型
chk010020,华夏线上经济主题精选混合,混合型
chk010028,华泰柏瑞创新升级混合C,混合型
chk010029,富国稳进回报12个月持有期混合A,混合型
chk010030,富国稳进回报12个月持有期混合C,混合型
chk010031,华泰柏瑞生物医药混合C,混合型
chk010032,华泰柏瑞新兴产业混合C,混合型
chk010033,安信成长精选混合A,混合型
chk010034,安信成长精选混合C,混合型
chk010035,平安高等级债E,债券型
chk010037,华泰柏瑞价值增长混合C,混合型
chk010045,汇添富稳健添盈一年持有混合,混合型
chk010046,博时金福安一年持有混合(FOF)A,混合-FOF
chk010047,博时金福安一年持有混合(FOF)C,混合-FOF
chk010048,平安短债I,债券型
chk010049,长城成长先锋混合A,混合型
chk010050,长城成长先锋混合C,混合型
chk010051,长城工资宝货币C,货币型
chk010053,安信聚利增强债券B,债券型
chk010054,万家健康产业混合A,混合型
chk010055,万家健康产业混合C,混合型
chk010058,天弘荣创一年持有期混合,混合型
chk010059,东方红鼎元3个月定开混合,混合型
chk010060,华泰柏瑞景利混合A,混合型
chk010061,华泰柏瑞景利混合C,混合型
chk010064,圆信永丰兴研A,混合型
chk010065,圆信永丰兴研C,混合型
chk010066,方正富邦中证500指数增强A,股票指数
chk010067,方正富邦中证500指数增强C,股票指数
chk010076,湘财长弘灵活配置混合A,混合型
chk010077,湘财长弘灵活配置混合C,混合型
chk010078,博时恒荣一年混合A,混合型
chk010079,博时恒荣一年混合C,混合型
chk010080,中欧优势成长三个月定开混合,混合型
chk010086,中邮纯债丰利债券A,债券型
chk010087,中邮纯债丰利债券C,债券型
chk010090,中信建投医药健康A,混合型
chk010091,中信建投医药健康C,混合型
chk010093,西部利得港股通新机遇混合C,混合型
chk010094,交银产业机遇混合,混合型
chk010096,博远鑫享三个月债券A,债券型
chk010097,博远鑫享三个月债券C,债券型
chk010098,博远鑫享三个月债券E,债券型
chk010100,创金合信鼎诚3个月定开混合A,混合型
chk010101,创金合信鼎诚3个月定开混合C,混合型
chk010104,景顺长城消费精选混合A,混合型
chk010105,景顺长城消费精选混合C,混合型
chk010106,华夏核心科技6个月定开混合A,混合型
chk010107,华夏核心科技6个月定开混合C,混合型
chk010109,富国价值增长混合,混合型
chk010110,广发医药健康混合A,混合型
chk010111,广发医药健康混合C,混合型
chk010114,华宝新兴成长混合,混合型
chk010116,民生加银新兴产业混合A,混合型
chk010117,民生加银新兴产业混合C,混合型
chk010122,华泰柏瑞优势领航混合A,混合型
chk010123,华泰柏瑞优势领航混合C,混合型
chk010124,兴银景气优选混合A,混合型
chk010125,兴银景气优选混合C,混合型
chk010126,平安价值成长混合A,混合型
chk010127,平安价值成长混合C,混合型
chk010128,宝盈发展新动能股票A,股票型
chk010129,宝盈发展新动能股票C,股票型
chk010130,海富通惠增一年定开混合A,混合型
chk010131,海富通惠增一年定开混合C,混合型
chk010132,南方创新成长混合A,混合型
chk010133,南方创新成长混合C,混合型
chk010135,泰达高研发创新6个月混合A,混合型
chk010136,泰达高研发创新6个月混合C,混合型
chk010141,朱雀企业优选A,股票型
chk010142,朱雀企业优选C,股票型
chk010147,博道嘉兴一年持有期混合,混合型
chk010150,南方君信混合C,混合型
chk010151,东财消费精选混合A,混合型
chk010152,东财消费精选混合C,混合型
chk010153,中加中证500指数增强A,股票指数
chk010154,中加中证500指数增强C,股票指数
chk010155,长盛核心成长混合A,混合型
chk010156,长盛核心成长混合C,混合型
chk010159,中银医疗保健混合C,混合型
chk010160,广发高端制造股票C,股票型
chk010165,太平丰和一年定开债券发起式,定开债券
chk010167,中银多策略混合C,混合型
chk010172,中银新回报灵活配置混合C,混合型
chk010173,易方达增金宝货币B,货币型
chk010180,华夏科技龙头两年定开混合,混合型
chk010183,南方创业板ETF联接E,联接基金
chk010185,中金瑞康灵活配置混合,混合型
chk010186,嘉实核心成长混合A,混合型
chk010187,嘉实核心成长混合C,混合型
chk010188,中欧添益一年混合A,混合型
chk010189,中欧添益一年混合C,混合型
chk010190,嘉实价值发现三个月定开混合,混合型
chk010194,博时睿祥15个月定开混合A,混合型
chk010195,博时睿祥15个月定开混合C,混合型
chk010199,长信添利安心收益混合A,混合型
chk010200,长信添利安心收益混合C,混合型
chk010201,农银汇理智增一年定开混合,混合型
chk010208,平安日增利货币B,货币型
chk010211,景顺长城顺鑫回报混合A,混合型
chk010212,景顺长城顺鑫回报混合C,混合型
chk010218,中金瑞泰灵活配置混合,混合型
chk010220,海富通消费核心混合A,混合型
chk010221,海富通消费核心混合C,混合型
chk010223,博时双季享持有期债券A,债券型
chk010226,博时双季享持有期债券B,债券型
chk010227,博时双季享持有期债券C,债券型
chk020001,国泰金鹰增长混合,混合型
chk020002,国泰金龙债券A,债券型
chk020003,国泰金龙行业混合,混合型
chk020005,国泰金马稳健混合,混合型
chk020007,国泰货币A,货币型
chk020009,国泰金鹏蓝筹混合,混合型
chk020010,国泰金牛创新成长混合,混合型
chk020011,国泰沪深300指数A,股票指数
chk020012,国泰金龙债券C,债券型
chk020015,国泰区位优势混合,混合型
chk020018,国泰金鹿混合,混合型
chk020019,国泰双利债券A,债券型
chk020020,国泰双利债券C,债券型
chk020021,国泰上证180金融ETF联接,联接基金
chk020022,国泰策略价值灵活配置混合,混合型
chk020023,国泰事件驱动策略混合,混合型
chk020026,国泰成长优选混合,混合型
chk020031,国泰现金管理货币A,货币型
chk020032,国泰现金管理货币B,货币型
chk020033,国泰民安增利债券A,债券型
chk020034,国泰民安增利债券C,债券型
chk040001,华安创新混合,混合型
chk040002,华安中国A股增强指数,股票指数
chk040003,华安现金富利货币A,货币型
chk040004,华安宝利配置混合,混合型
chk040005,华安宏利混合,混合型
chk040007,华安中小盘成长混合,混合型
chk040008,华安策略优选混合,混合型
chk040009,华安稳定收益债券A,债券型
chk040010,华安稳定收益债券B,债券型
chk040011,华安核心优选混合,混合型
chk040012,华安强化收益债券A,债券型
chk040013,华安强化收益债券B,债券型
chk040015,华安动态灵活配置混合,混合型
chk040016,华安行业轮动混合,混合型
chk040018,华安香港精选股票(QDII),QDII
chk040019,华安稳固收益债券C,债券型
chk040020,华安升级主题混合,混合型
chk040021,华安大中华升级股票,QDII
chk040022,华安可转债债券A,债券型
chk040023,华安可转债债券B,债券型
chk040025,华安科技动力混合,混合型
chk040026,华安信用四季红债券A,债券型
chk040035,华安逆向策略混合,混合型
chk040036,华安安心收益债券A,债券型
chk040037,华安安心收益债券B,债券型
chk040038,华安日日鑫货币A,货币型
chk040039,华安日日鑫货币B,货币型
chk040040,华安纯债债券A,债券型
chk040041,华安纯债债券C,债券型
chk040045,华安添鑫中短债A,债券型
chk040046,华安纳斯达克100指数,QDII-指数
chk040047,华安纳斯达克100指数现钞,QDII-指数
chk040048,华安纳斯达克100指数现汇,QDII-指数
chk040180,华安上证180ETF联接,联接基金
chk040190,华安上证龙头ETF联接,联接基金
chk041001,华安创新混合(后端),混合型
chk041002,华安中国A股增强指数(后端),股票指数
chk041003,华安现金富利货币B,货币型
chk041004,华安宝利配置混合(后端),混合型
chk041005,华安宏利混合(后端),混合型
chk041007,华安中小盘成长混合(后端),混合型
chk041008,华安策略优选混合(后端),混合型
chk041009,华安稳定收益债券A(后端),债券型
chk041011,华安核心优选混合(后端),混合型
chk050001,博时价值增长混合,混合型
chk050002,博时沪深300指数A,股票指数
chk050003,博时现金收益货币A,货币型
chk050004,博时精选混合A,混合型
chk050006,博时稳定价值债券B,债券型
chk050007,博时平衡配置混合,混合型
chk050008,博时第三产业混合,混合型
chk050009,博时新兴成长混合,混合型
chk050010,博时特许价值混合A,混合型
chk050011,博时信用债券A/B,债券型
chk050012,博时策略混合,混合型
chk050013,博时上证超大盘ETF联接,联接基金
chk050014,博时创业成长混合A,混合型
chk050015,博时大中华亚太精选,QDII
chk050016,博时宏观回报债券A/B,债券型
chk050018,博时行业轮动混合,混合型
chk050019,博时转债增强债券A,债券型
chk050020,博时抗通胀增强回报,QDII
chk050021,博时创业板ETF联接A,联接基金
chk050022,博时回报混合,混合型
chk050023,博时天颐债券A,债券型
chk050024,博时上证自然资源ETF联接,联接基金
chk050025,博时标普500ETF联接A,QDII-指数
chk050026,博时医疗保健行业混合A,混合型
chk050027,博时信用债纯债债券A,债券型
chk050028,博时安心收益定开债A,定开债券
chk050030,博时亚洲票息收益债券,QDII
chk050106,博时稳定价值债券A,债券型
chk050111,博时信用债券C,债券型
chk050116,博时宏观回报债券C,债券型
chk050119,博时转债增强债券C,债券型
chk050123,博时天颐债券C,债券型
chk050128,博时安心收益定开债C,定开债券
chk050201,博时价值增长贰号混合,混合型
chk050202,博时亚洲票息收益债券现汇,QDII
chk050203,博时亚洲票息收益债券现钞,QDII
chk051001,博时价值增长混合(后端),混合型
chk051010,博时特许价值混合A(后端),混合型
chk051011,博时信用债券A/B(后端),债券型
chk051014,博时创业成长混合A(后端),混合型
chk051016,博时宏观回报债券A/B(后端),债券型
chk051106,博时稳定价值债券A(后端),债券型
chk051201,博时价值增长贰号混合(后端),混合型
chk070001,嘉实成长收益混合A,混合型
chk070002,嘉实增长混合,混合型
chk070003,嘉实稳健混合,混合型
chk070005,嘉实债券,债券型
chk070006,嘉实服务增值行业混合,混合型
chk070008,嘉实货币A,货币型
chk070009,嘉实超短债债券,债券型
chk070010,嘉实主题混合,混合型
chk070011,嘉实策略混合,混合型
chk070012,嘉实海外中国股票混合,QDII
chk070013,嘉实研究精选混合A,混合型
chk070015,嘉实多元债券A,债券型
chk070016,嘉实多元债券B,债券型
chk070017,嘉实量化阿尔法混合,混合型
chk070018,嘉实回报混合,混合型
chk070019,嘉实价值优势混合,混合型
chk070020,嘉实稳固收益债券C,债券型
chk070021,嘉实主题新动力混合,混合型
chk070022,嘉实领先成长混合,混合型
chk070023,嘉实深证基本面120联接A,联接基金
chk070025,嘉实信用债券A,债券型
chk070026,嘉实信用债券C,债券型
chk070027,嘉实周期优选混合,混合型
chk070028,嘉实安心货币A,货币型
chk070029,嘉实安心货币B,货币型
chk070030,嘉实中创400ETF联接A,联接基金
chk070031,嘉实全球房地产(QDII),QDII
chk070032,嘉实优化红利混合,混合型
chk070035,嘉实理财宝7天债券A,理财型
chk070036,嘉实理财宝7天债券B,理财型
chk070037,嘉实纯债债券A,债券型
chk070038,嘉实纯债债券C,债券型
chk070039,嘉实中证500ETF联接C,联接基金
chk070088,嘉实货币B,货币型
chk070099,嘉实优质企业混合,混合型
chk080001,长盛成长价值混合,混合型
chk080002,长盛创新先锋混合,混合型
chk080003,长盛积极配置债券,债券型
chk080005,长盛量化红利混合,混合型
chk080006,长盛环球行业混合(QDII),QDII
chk080007,长盛同鑫行业配置混合,混合型
chk080008,长盛战略新兴产业混合A,混合型
chk080011,长盛货币A,货币型
chk080012,长盛电子信息产业混合,混合型
chk080015,长盛中小盘精选混合,混合型
chk090001,大成价值增长混合,混合型
chk090002,大成债券A/B,债券型
chk090003,大成蓝筹稳健混合,混合型
chk090004,大成精选增值混合,混合型
chk090005,大成货币A,货币型
chk090006,大成2020生命周期混合,混合型
chk090007,大成策略回报混合,混合型
chk090009,大成行业轮动混合,混合型
chk090010,大成中证红利指数A,股票指数
chk090011,大成核心双动力混合,混合型
chk090012,大成深证成长40ETF联接,联接基金
chk090013,大成竞争优势混合,混合型
chk090015,大成内需增长混合A,混合型
chk090016,大成消费主题混合,混合型
chk090017,大成可转债增强债券,债券型
chk090018,大成新锐产业混合,混合型
chk090019,大成景恒混合A,混合型
chk090020,大成健康产业混合,混合型
chk090021,大成月添利债券A,债券型
chk090022,大成现金增利货币A,货币型
chk090023,大成安汇金融债C,债券型
chk091001,大成价值增长混合(后端),混合型
chk091002,大成债券A/B(后端),债券型
chk091003,大成蓝筹稳健混合(后端),混合型
chk091005,大成货币B,货币型
chk091006,大成2020生命周期混合(后端),混合型
chk091021,大成月添利债券B,债券型
chk091022,大成现金增利货币B,货币型
chk091023,大成安汇金融债A,债券型
chk092002,大成债券C,债券型
chk096001,大成标普500等权重指数,QDII-指数
chk100016,富国天源沪港深平衡混合,混合型
chk100017,富国天源沪港深平衡混合(后端),混合型
chk100018,富国天利增长债券,债券型
chk100019,富国天利增长债券(后端),债券型
chk100020,富国天益价值混合,混合型
chk100021,富国天益价值混合(后端),混合型
chk100022,富国天瑞强势混合,混合型
chk100023,富国天瑞强势混合(后端),混合型
chk100025,富国天时货币A,货币型
chk100026,富国天合稳健优选混合,混合型
chk100027,富国天合稳健优选混合(后端),混合型
chk100028,富国天时货币B,货币型
chk100029,富国天成红利混合,混合型
chk100030,富国天成红利混合(后端),混合型
chk100032,富国中证红利指数增强A,股票指数
chk100033,富国中证红利指数增强A(后端),股票指数
chk100035,富国优化增强债券A/B,债券型
chk100036,富国优化增强债券A/B(后端),债券型
chk100037,富国优化增强债券C,债券型
chk100038,富国沪深300指数增强,股票指数
chk100039,富国通胀通缩主题轮动混合,混合型
chk100050,富国全球债券(QDII),QDII
chk100051,富国可转债A,债券型
chk100052,富国可转债A(后端),债券型
chk100053,富国上证指数ETF联接,联接基金
chk100055,富国全球科技互联网(QDII),QDII
chk100056,富国低碳环保混合,混合型
chk100058,富国产业债券A,债券型
chk100059,富国产业债券A(后端),债券型
chk100060,富国高新技术产业混合,混合型
chk100061,富国中国中小盘混合,QDII
chk100066,富国纯债债券发起A/B,债券型
chk100067,富国纯债债券发起A/B(后端),债券型
chk100068,富国纯债债券发起C,债券型
chk100072,富国强回报定开债A/B,定开债券
chk100073,富国强回报定开债C,定开债券
chk110001,易方达平稳增长混合,混合型
chk110002,易方达策略成长混合,混合型
chk110003,易方达上证50指数A,股票指数
chk110005,易方达积极成长混合,混合型
chk110006,易方达货币A,货币型
chk110007,易方达稳健收益债券A,债券型
chk110008,易方达稳健收益债券B,债券型
chk110009,易方达价值精选混合,混合型
chk110010,易方达价值成长混合,混合型
chk110011,易方达中小盘混合,混合型
chk110012,易方达科汇灵活配置混合,混合型
chk110013,易方达科翔混合,混合型
chk110015,易方达行业领先混合,混合型
chk110016,易方达货币B,货币型
chk110017,易方达增强回报债券A,债券型
chk110018,易方达增强回报债券B,债券型
chk110019,易方达深证100ETF联接A,联接基金
chk110020,易方达沪深300ETF联接A,联接基金
chk110021,易方达上证中盘ETF联接A,联接基金
chk110022,易方达消费行业股票,股票型
chk110023,易方达医疗保健行业混合,混合型
chk110025,易方达资源行业混合,混合型
chk110026,易方达创业板ETF联接A,联接基金
chk110027,易方达安心回报债券A,债券型
chk110028,易方达安心回报债券B,债券型
chk110029,易方达科讯混合,混合型
chk110030,易方达沪深300量化增强,股票指数
chk110031,易方达恒生国企ETF联接A,QDII-指数
chk110032,易方达恒生国企ETF联接现汇A,QDII-指数
chk110033,易方达恒生国企ETF联接现钞A,QDII-指数
chk110035,易方达双债增强债券A,债券型
chk110036,易方达双债增强债券C,债券型
chk110037,易方达纯债债券A,债券型
chk110038,易方达纯债债券C,债券型
chk110050,易方达月月利理财债券A,理财型
chk110051,易方达月月利理财债券B,理财型
chk110052,易方达安源中短债债券C,债券型
chk110053,易方达安源中短债债券A,债券型
chk112002,易方达策略成长二号混合,混合型
chk118001,易方达亚洲精选股票,QDII
chk118002,易方达标普消费品指数A,QDII-指数
chk121001,国投瑞银融华债券,混合型
chk121002,国投瑞银景气行业混合,混合型
chk121003,国投瑞银核心企业混合,混合型
chk121005,国投瑞银创新动力混合,混合型
chk121006,国投瑞银稳健增长混合,混合型
chk121008,国投瑞银成长优选混合,混合型
chk121009,国投瑞银稳定增利债券,债券型
chk121010,国投瑞银瑞源灵活配置混合,混合型
chk121011,国投瑞银货币A,货币型
chk121012,国投瑞银优化增强债券A/B,债券型
chk128001,国投瑞银融华债券(后端),混合型
chk128002,国投瑞银景气行业混合(后端),混合型
chk128005,国投瑞银创新动力混合(后端),混合型
chk128006,国投瑞银稳健增长混合(后端),混合型
chk128008,国投瑞银成长优选混合(后端),混合型
chk128011,国投瑞银货币B,货币型
chk128012,国投瑞银优化增强债券A/B(后端),债券型
chk128112,国投瑞银优化增强债券C,债券型
chk150005,银河银富货币A,货币型
chk150008,瑞和小康,固定收益
chk150009,瑞和远见,分级杠杆
chk150012,国联安双禧A中证100指数,固定收益
chk150013,国联安双禧B中证100指数,分级杠杆
chk150015,银河银富货币B,货币型
chk150016,兴全合润分级混合A,固定收益
chk150017,兴全合润分级混合B,分级杠杆
